DBN,School Name,Total Student Response Rate,"1a. This school offers a wide enough variety of programs, classes and activities to keep me interested in school.",,"1b. The programs, classes, and activities at this school encourage students to develop talent outside academics.",,1c. This school is kept clean.,,1d. Most students at this school treat each other with respect.,,"1e. At this school, students with disabilities are included in all school activities (lunch, class trips, etc.).",,1f. My teachers use examples of students’ different cultures/backgrounds/families in their lessons to make learning more meaningful for me.,,"1g. I see people of many races, ethnicities, cultures, and backgrounds represented in the curriculum.",,"1h. In general, my teachers treat students from different cultures or backgrounds equally.",,1i. I feel that my teachers respect my culture/background.,,"1j. In general, my teachers make their lessons relevant to my everyday life experiences.",,"1k. In general, my teachers present positive images of people from a variety of races, ethnicities, cultures, and backgrounds.",,2a. I learn a lot from feedback on my work.,,2b. It's clear what I need to do to get a good grade.,,2c. The work we do in class is good preparation for our class tests.,,2d. The homework assignments help me learn the course material.,,2e. I know what my teacher wants me to learn in class.,,3a. My teachers help me catch up if I am behind.,,3b. My teachers notice if I have trouble learning something.,,3c. My teachers give me specific suggestions about how I can improve my work in class.,,3d. My teachers explain things a different way if I don't understand something in class.,,3e. My teachers support me when I am upset.,,4a. I’m learning a lot in my classes at this school to prepare me for the next level or grade.,,4b. There is at least one adult in the school that I can confide in.,,4c. My teachers will always listen to students' ideas.,,4d. My teachers always do what they say they will do.,,4e. My teachers treat me with respect.,,"4f. When my teachers tell me not to do something, I know they have a good reason.",,4g. My classes at this school really make me think critically.,,4h. Discipline is applied fairly in my school.,,4i. School Safety Agents promote a safe and respectful environment at this school.,,5a. In how many of your classes are you challenged?,,5b. In how many of your classes do your teachers ask difficult questions on tests?,,5c. In how many of your classes do your teachers ask difficult questions in class?,,5d. In how many of your classes do you work in small groups?,,"5e. In how many of your classes do your teachers want students to become better thinkers, not just memorize things?",,6a. In how many of your classes at this school do YOU feel most students listen carefully when the teacher gives directions?,,6b. In how many of your classes at this school do YOU feel most students follow the rules in class?,,6c. In how many of your classes at this school do YOU feel most students pay attention when they are supposed to?,,6d. In how many of your classes at this school do YOU feel most students work when they are supposed to?,,6e. In how many of your classes at this school do YOU feel most students behave well even when the teacher isn't watching?,,6f. In how many of your classes at this school do YOU feel most students feel it is important to come to school every day?,,6g. In how many of your classes at this school do YOU feel most students feel it is important to pay attention in class?,,6h. In how many of your classes at this school do YOU feel most students think doing homework is important?,,6i. In how many of your classes at this school do YOU feel most students try hard to get good grades?,,7a. I feel safe outside around this school.,,7b. I feel safe traveling between home and this school.,,"7c. I feel safe in the hallways, bathrooms, locker rooms, and cafeteria of this school.",,7d. I feel safe in my classes at this school.,,"8a. At this school students harass, bully or intimidate other students.",,"8b. At this school students harass, bully, or intimidate each other because of their race, religion, ethnicity, national origin, or citizenship/immigration status. ",,"8c. At this school students harass, bully, or intimidate each other because of their gender, gender identity, gender expression, or sexual orientation.",,"8d. At this school students harass, bully, or intimidate each other because of other differences, like disability or weight.",,"8e. At this school students harass, bully, or intimidate each other online (through mobile phones, social media, email, or other forms of electronic communication). ",,8f. At this school students get into physical fights.,,"8g. At this school students drink alcohol, use illegal drugs, or abuse prescription drugs while at school.",,8h. At this school there is gang activity.,,9a.This school provides guidance for the application process for high school.,,9b. This school educates families about the application/enrollment process for high school.,,"10a. Adults at this school (including teachers, administrators, counselors, and the principal) talk to me about what I plan to do after high school.",,"10b. Adults at this school (including teachers, administrators, counselors, and the principal) encourage me to continue my education after high school.",,"10c. Adults at this school (including teachers, administrators, counselors, and the principal) provide me with information about the college application process.",,"10d.  Adults at this school (including teachers, administrators, counselors, and the principal) help me plan for how to meet my future career goals. ",,"11a. Adults at this school (including teachers, administrators, counselors, and the principal) help me consider which colleges to apply to.",,"11b. Adults at this school (including teachers, administrators, counselors, and the principal) show me options for how to pay for college (scholarship, grants, loans, work study programs, etc.).",
21K411,ABRAHAM LINCOLN YABC,5%,0%,100%,0%,100%,0%,100%,13%,88%,0%,100%,14%,86%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,13%,88%,0%,100%,13%,88%,13%,88%,13%,88%,50%,50%,50%,50%,25%,75%,13%,88%,38%,63%,0%,100%,13%,88%,0%,100%,13%,88%,13%,88%,13%,88%,13%,88%,13%,88%,0%,100%,50%,50%,75%,25%,63%,38%,50%,50%,13%,88%,25%,75%,13%,88%,13%,88%,0%,100%,25%,75%,13%,88%,0%,100%,13%,88%,13%,88%,13%,88%,0%,100%,0%,100%,0%,100%,88%,13%,75%,25%,75%,25%,88%,13%,75%,25%,63%,38%,75%,25%,75%,25%,N/A,N/A,N/A,N/A,0%,100%,0%,100%,0%,100%,13%,88%,13%,88%,13%,88%
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,88%,26%,74%,24%,76%,66%,34%,57%,43%,12%,88%,21%,79%,10%,90%,11%,89%,8%,92%,28%,72%,11%,89%,34%,66%,16%,84%,19%,81%,37%,63%,19%,81%,31%,69%,36%,64%,30%,70%,27%,73%,46%,54%,12%,88%,15%,85%,22%,78%,35%,65%,10%,90%,22%,78%,23%,77%,40%,60%,23%,77%,52%,48%,39%,61%,46%,54%,45%,55%,30%,70%,51%,49%,49%,51%,49%,51%,46%,54%,63%,37%,51%,49%,44%,56%,53%,47%,37%,63%,24%,76%,16%,84%,21%,79%,13%,87%,45%,55%,59%,41%,63%,37%,55%,45%,53%,47%,53%,47%,66%,34%,74%,26%,13%,87%,18%,82%,36%,64%,21%,79%,32%,68%,33%,67%,38%,62%,45%,55%
21K525,EDWARD R. MURROW HIGH SCHOOL,84%,11%,89%,11%,89%,34%,66%,30%,70%,8%,92%,19%,81%,8%,92%,9%,91%,6%,94%,21%,79%,7%,93%,31%,69%,17%,83%,21%,79%,25%,75%,18%,82%,38%,62%,42%,58%,34%,66%,32%,68%,45%,55%,15%,85%,23%,77%,17%,83%,25%,75%,11%,89%,16%,84%,20%,80%,25%,75%,20%,80%,37%,63%,31%,69%,38%,62%,34%,66%,26%,74%,33%,67%,28%,72%,29%,71%,27%,73%,35%,65%,32%,68%,29%,71%,35%,65%,26%,74%,21%,79%,13%,87%,22%,78%,11%,89%,54%,46%,64%,36%,65%,35%,65%,35%,59%,41%,36%,64%,47%,53%,63%,37%,N/A,N/A,N/A,N/A,23%,77%,14%,86%,21%,79%,22%,78%,27%,73%,28%,72%
21K540,JOHN DEWEY HIGH SCHOOL,69%,14%,86%,13%,87%,38%,62%,31%,69%,9%,91%,15%,85%,6%,94%,7%,93%,7%,93%,21%,79%,7%,93%,34%,66%,15%,85%,20%,80%,29%,71%,18%,82%,36%,64%,39%,61%,32%,68%,31%,69%,47%,53%,15%,85%,19%,81%,17%,83%,24%,76%,10%,90%,18%,82%,22%,78%,23%,77%,14%,86%,42%,58%,35%,65%,42%,58%,32%,68%,23%,77%,38%,63%,35%,65%,34%,66%,30%,70%,43%,57%,37%,63%,31%,69%,40%,60%,29%,71%,22%,78%,17%,83%,16%,84%,10%,90%,67%,33%,73%,27%,76%,24%,74%,26%,70%,30%,59%,41%,65%,35%,73%,27%,N/A,N/A,N/A,N/A,24%,76%,15%,85%,19%,81%,21%,79%,24%,76%,23%,77%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,72%,60%,40%,53%,47%,58%,42%,53%,47%,10%,90%,22%,78%,14%,86%,15%,85%,9%,91%,29%,71%,12%,88%,54%,46%,32%,68%,48%,52%,54%,46%,34%,66%,62%,38%,58%,42%,46%,54%,49%,51%,72%,28%,25%,75%,28%,72%,24%,76%,48%,52%,18%,82%,25%,75%,34%,66%,48%,52%,39%,61%,66%,34%,53%,47%,61%,39%,45%,55%,43%,57%,56%,44%,57%,43%,59%,41%,56%,44%,65%,35%,55%,45%,57%,43%,66%,34%,51%,49%,30%,70%,19%,81%,23%,77%,12%,88%,52%,48%,67%,33%,71%,29%,66%,34%,61%,39%,53%,47%,59%,41%,81%,19%,N/A,N/A,N/A,N/A,28%,72%,14%,86%,24%,76%,28%,72%,29%,71%,29%,71%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,85%,16%,84%,14%,86%,39%,61%,26%,74%,7%,93%,13%,87%,7%,93%,8%,92%,4%,96%,19%,81%,7%,93%,37%,63%,24%,76%,26%,74%,35%,65%,23%,77%,35%,65%,38%,62%,35%,65%,33%,67%,41%,59%,21%,79%,14%,86%,12%,88%,24%,76%,6%,94%,16%,84%,19%,81%,18%,82%,16%,84%,52%,48%,52%,48%,52%,48%,24%,76%,20%,80%,35%,65%,32%,68%,36%,64%,33%,67%,43%,57%,34%,66%,32%,68%,43%,57%,30%,70%,15%,85%,13%,87%,12%,88%,6%,94%,74%,26%,80%,20%,82%,18%,78%,22%,78%,22%,81%,19%,73%,27%,85%,15%,N/A,N/A,N/A,N/A,14%,86%,8%,92%,9%,91%,12%,88%,12%,88%,11%,89%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,62%,14%,86%,13%,87%,27%,73%,36%,64%,9%,91%,18%,82%,11%,89%,11%,89%,6%,94%,17%,83%,9%,91%,29%,71%,16%,84%,25%,75%,33%,67%,19%,81%,33%,67%,35%,65%,29%,71%,36%,64%,43%,57%,16%,84%,18%,82%,18%,82%,25%,75%,13%,87%,16%,84%,20%,80%,26%,74%,17%,83%,44%,56%,36%,64%,43%,57%,45%,55%,25%,75%,40%,60%,35%,65%,36%,64%,34%,66%,41%,59%,37%,63%,35%,65%,40%,60%,31%,69%,23%,77%,17%,83%,20%,80%,13%,87%,47%,53%,58%,42%,60%,40%,60%,40%,56%,44%,45%,55%,57%,43%,58%,42%,N/A,N/A,N/A,N/A,12%,88%,12%,88%,16%,84%,13%,87%,13%,87%,17%,83%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,74%,37%,63%,34%,66%,62%,38%,42%,58%,9%,91%,22%,78%,9%,91%,11%,89%,7%,93%,29%,71%,8%,92%,41%,59%,19%,81%,22%,78%,35%,65%,20%,80%,41%,59%,43%,57%,37%,63%,32%,68%,48%,52%,18%,82%,25%,75%,23%,77%,31%,69%,12%,88%,19%,81%,30%,70%,29%,71%,21%,79%,54%,46%,46%,54%,55%,45%,37%,63%,26%,74%,43%,57%,36%,64%,39%,61%,35%,65%,57%,43%,41%,59%,36%,64%,44%,56%,34%,66%,22%,78%,18%,82%,19%,81%,11%,89%,57%,43%,69%,31%,70%,30%,64%,36%,61%,39%,55%,45%,68%,32%,76%,24%,17%,83%,20%,80%,26%,74%,17%,83%,18%,82%,26%,74%,25%,75%,27%,73%
21K728,LIBERATION DIPLOMA PLUS,32%,32%,68%,28%,72%,10%,90%,44%,56%,17%,83%,17%,83%,10%,90%,4%,96%,8%,92%,10%,90%,4%,96%,30%,70%,15%,85%,15%,85%,26%,74%,13%,87%,17%,83%,23%,77%,13%,87%,23%,77%,32%,68%,13%,87%,11%,89%,19%,81%,13%,87%,10%,90%,11%,89%,11%,89%,19%,81%,23%,77%,58%,42%,54%,46%,54%,46%,38%,62%,21%,79%,46%,54%,35%,65%,40%,60%,33%,67%,38%,62%,29%,71%,27%,73%,33%,67%,27%,73%,22%,78%,14%,86%,10%,90%,10%,90%,48%,52%,65%,35%,63%,37%,63%,37%,52%,48%,31%,69%,69%,31%,65%,35%,N/A,N/A,N/A,N/A,8%,92%,14%,86%,14%,86%,12%,88%,16%,84%,15%,85%
22K014,J.H.S. 014 SHELL BANK,97%,13%,87%,17%,83%,54%,46%,51%,49%,7%,93%,16%,84%,10%,90%,10%,90%,6%,94%,18%,82%,9%,91%,29%,71%,13%,87%,16%,84%,31%,69%,16%,84%,32%,68%,31%,69%,27%,73%,29%,71%,45%,55%,10%,90%,21%,79%,16%,84%,27%,73%,13%,87%,18%,82%,19%,81%,27%,73%,16%,84%,48%,52%,44%,56%,51%,49%,37%,63%,13%,87%,39%,61%,36%,64%,35%,65%,28%,72%,51%,49%,38%,62%,30%,70%,36%,64%,22%,78%,28%,72%,16%,84%,22%,78%,7%,93%,49%,51%,68%,32%,71%,29%,65%,35%,61%,39%,44%,56%,78%,22%,70%,30%,10%,90%,13%,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K078,J.H.S. 078 ROY H. MANN,95%,5%,95%,5%,95%,19%,81%,32%,68%,2%,98%,6%,94%,4%,96%,5%,95%,3%,97%,8%,92%,3%,97%,12%,88%,5%,95%,7%,93%,17%,83%,5%,95%,15%,85%,14%,86%,11%,89%,12%,88%,19%,81%,3%,97%,6%,94%,13%,87%,18%,82%,9%,91%,8%,93%,7%,93%,20%,80%,9%,91%,16%,84%,12%,88%,19%,81%,24%,76%,6%,94%,15%,85%,16%,84%,12%,88%,15%,85%,29%,71%,15%,85%,8%,92%,20%,80%,4%,96%,10%,90%,7%,93%,8%,92%,5%,95%,70%,30%,80%,20%,83%,17%,78%,22%,80%,20%,71%,29%,92%,8%,86%,14%,3%,97%,2%,98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K109,P.S. 109,99%,31%,69%,36%,64%,60%,40%,74%,26%,9%,91%,30%,70%,20%,80%,14%,86%,13%,87%,30%,70%,15%,85%,34%,66%,16%,84%,20%,80%,29%,71%,21%,79%,39%,61%,31%,69%,28%,72%,31%,69%,49%,51%,12%,88%,24%,76%,39%,61%,47%,53%,22%,78%,27%,73%,25%,75%,50%,50%,30%,70%,49%,51%,39%,61%,48%,52%,36%,64%,20%,80%,53%,47%,50%,50%,52%,48%,39%,61%,62%,38%,49%,51%,44%,56%,49%,51%,36%,64%,31%,69%,24%,76%,32%,68%,20%,80%,38%,62%,58%,42%,55%,45%,41%,59%,50%,50%,26%,74%,80%,20%,59%,41%,13%,87%,15%,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K206,P.S. 206 JOSEPH F LAMB,98%,14%,86%,16%,84%,51%,49%,51%,49%,9%,91%,23%,77%,11%,89%,14%,86%,5%,95%,27%,73%,8%,92%,45%,55%,19%,81%,24%,76%,40%,60%,17%,83%,37%,63%,38%,63%,28%,72%,36%,64%,49%,51%,13%,87%,18%,82%,19%,81%,37%,63%,10%,90%,20%,80%,21%,79%,31%,69%,14%,86%,49%,51%,47%,53%,55%,45%,45%,55%,28%,72%,37%,63%,35%,65%,37%,63%,35%,65%,56%,44%,36%,64%,33%,67%,47%,53%,24%,76%,19%,81%,12%,88%,22%,78%,9%,91%,43%,57%,67%,33%,72%,28%,57%,43%,54%,46%,56%,44%,80%,20%,80%,20%,14%,86%,15%,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K207,P.S. 207 ELIZABETH G. LEARY,82%,16%,84%,16%,84%,61%,39%,51%,49%,6%,94%,12%,88%,7%,93%,8%,92%,5%,95%,24%,76%,5%,95%,20%,80%,10%,90%,14%,86%,25%,75%,12%,88%,25%,75%,33%,67%,19%,81%,27%,73%,39%,61%,7%,93%,20%,80%,20%,80%,34%,66%,11%,89%,19%,81%,17%,83%,35%,65%,20%,80%,38%,62%,33%,67%,39%,61%,18%,82%,13%,87%,43%,57%,38%,62%,37%,63%,35%,65%,60%,40%,36%,64%,36%,64%,58%,42%,20%,80%,17%,83%,10%,90%,15%,85%,6%,94%,45%,55%,72%,28%,71%,29%,61%,39%,61%,39%,58%,42%,89%,11%,81%,19%,13%,87%,13%,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,95%,24%,76%,26%,74%,58%,42%,67%,33%,13%,87%,20%,80%,10%,90%,11%,89%,9%,91%,29%,71%,10%,90%,38%,62%,20%,80%,22%,78%,38%,62%,18%,82%,43%,57%,45%,55%,35%,65%,36%,64%,51%,49%,15%,85%,27%,73%,26%,74%,40%,60%,17%,83%,24%,76%,28%,72%,37%,63%,26%,74%,46%,54%,39%,61%,48%,52%,25%,75%,26%,74%,45%,55%,42%,58%,42%,58%,38%,62%,63%,37%,44%,56%,38%,62%,51%,49%,29%,71%,31%,69%,20%,80%,31%,69%,12%,88%,35%,65%,57%,43%,63%,37%,49%,51%,53%,47%,24%,76%,55%,45%,66%,34%,13%,87%,14%,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K240,ANDRIES HUDDE,94%,32%,68%,33%,67%,66%,34%,84%,16%,19%,81%,22%,78%,12%,88%,18%,82%,15%,85%,29%,71%,15%,85%,38%,62%,15%,85%,24%,76%,38%,62%,20%,80%,45%,55%,41%,59%,31%,69%,36%,64%,56%,44%,18%,82%,20%,80%,30%,70%,42%,58%,24%,76%,22%,78%,29%,71%,51%,49%,42%,58%,49%,51%,47%,53%,54%,46%,36%,64%,29%,71%,53%,47%,53%,47%,50%,50%,48%,52%,72%,28%,50%,50%,46%,54%,58%,42%,35%,65%,40%,60%,25%,75%,33%,67%,15%,85%,27%,73%,53%,47%,55%,45%,41%,59%,47%,53%,18%,82%,76%,24%,63%,37%,16%,84%,18%,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K278,J.H.S. 278 MARINE PARK,97%,22%,78%,22%,78%,68%,32%,67%,33%,14%,86%,26%,74%,8%,92%,16%,84%,11%,89%,34%,66%,11%,89%,38%,62%,16%,84%,22%,78%,46%,54%,19%,81%,47%,53%,52%,48%,38%,62%,40%,60%,61%,39%,12%,88%,27%,73%,39%,61%,51%,49%,22%,78%,33%,67%,30%,70%,49%,51%,26%,74%,45%,55%,37%,63%,50%,50%,39%,61%,28%,72%,58%,42%,54%,46%,54%,46%,47%,53%,78%,22%,52%,48%,45%,55%,64%,36%,30%,70%,25%,75%,20%,80%,30%,70%,11%,89%,31%,69%,59%,41%,59%,41%,44%,56%,50%,50%,29%,71%,76%,24%,66%,34%,16%,84%,20%,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K381,I. S. 381,100%,19%,81%,14%,86%,49%,51%,67%,33%,11%,89%,18%,82%,7%,93%,15%,85%,4%,96%,25%,75%,9%,91%,38%,62%,15%,85%,22%,78%,31%,69%,19%,81%,42%,58%,49%,51%,30%,70%,38%,62%,64%,36%,11%,89%,29%,71%,29%,71%,50%,50%,22%,78%,27%,73%,25%,75%,33%,67%,18%,82%,48%,52%,40%,60%,49%,51%,41%,59%,22%,78%,46%,54%,43%,57%,42%,58%,35%,65%,64%,36%,45%,55%,33%,67%,45%,55%,29%,71%,29%,71%,19%,81%,24%,76%,11%,89%,43%,57%,60%,40%,71%,29%,54%,46%,53%,47%,27%,73%,91%,9%,79%,21%,14%,86%,12%,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K405,MIDWOOD HIGH SCHOOL,80%,11%,89%,13%,87%,55%,45%,26%,74%,12%,88%,19%,81%,9%,91%,7%,93%,6%,94%,26%,74%,7%,93%,32%,68%,18%,82%,23%,77%,26%,74%,18%,82%,43%,57%,46%,54%,38%,62%,34%,66%,50%,50%,15%,85%,24%,76%,21%,79%,29%,71%,10%,90%,17%,83%,19%,81%,21%,79%,22%,78%,36%,64%,25%,75%,32%,68%,22%,78%,27%,73%,29%,71%,24%,76%,25%,75%,23%,77%,34%,66%,30%,70%,25%,75%,34%,66%,21%,79%,23%,77%,15%,85%,19%,81%,9%,91%,63%,37%,71%,29%,70%,30%,70%,30%,67%,33%,56%,44%,56%,44%,69%,31%,N/A,N/A,N/A,N/A,25%,75%,14%,86%,20%,80%,25%,75%,26%,74%,30%,70%
22K425,JAMES MADISON HIGH SCHOOL,91%,10%,90%,14%,86%,50%,50%,36%,64%,10%,90%,19%,81%,9%,91%,11%,89%,8%,92%,26%,74%,10%,90%,35%,65%,18%,82%,26%,74%,32%,68%,22%,78%,42%,58%,44%,56%,36%,64%,36%,64%,49%,51%,18%,82%,21%,79%,23%,77%,30%,70%,13%,87%,20%,80%,25%,75%,29%,71%,20%,80%,41%,59%,30%,70%,39%,61%,37%,63%,28%,72%,38%,62%,34%,66%,34%,66%,32%,68%,43%,57%,36%,64%,33%,67%,40%,60%,30%,70%,21%,79%,15%,85%,19%,81%,11%,89%,59%,41%,66%,34%,67%,33%,66%,34%,63%,37%,51%,49%,56%,44%,66%,34%,N/A,N/A,N/A,N/A,20%,80%,14%,86%,19%,81%,22%,78%,24%,76%,26%,74%
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,72%,18%,82%,22%,78%,18%,82%,17%,83%,4%,96%,18%,82%,20%,80%,7%,93%,4%,96%,26%,74%,6%,94%,51%,49%,27%,73%,35%,65%,40%,60%,24%,76%,54%,46%,56%,44%,49%,51%,46%,54%,61%,39%,18%,82%,24%,76%,19%,81%,33%,67%,8%,92%,16%,84%,20%,80%,24%,76%,11%,89%,46%,54%,28%,72%,46%,54%,35%,65%,39%,61%,30%,70%,21%,79%,25%,75%,22%,78%,42%,58%,25%,75%,26%,74%,34%,66%,15%,85%,6%,94%,6%,94%,8%,92%,4%,96%,73%,27%,76%,24%,78%,22%,82%,18%,79%,21%,89%,11%,58%,42%,92%,8%,N/A,N/A,N/A,N/A,26%,74%,10%,90%,22%,78%,29%,71%,27%,73%,30%,70%
22K555,BROOKLYN COLLEGE ACADEMY,92%,48%,52%,37%,63%,10%,90%,21%,79%,7%,93%,12%,88%,18%,82%,4%,96%,3%,97%,19%,81%,5%,95%,33%,67%,15%,85%,22%,78%,30%,70%,16%,84%,39%,61%,44%,56%,30%,70%,35%,65%,60%,40%,9%,91%,21%,79%,15%,85%,33%,67%,7%,93%,16%,84%,10%,90%,20%,80%,11%,89%,30%,70%,23%,77%,33%,67%,29%,71%,24%,76%,26%,74%,23%,77%,25%,75%,20%,80%,38%,62%,31%,69%,22%,78%,38%,62%,13%,87%,11%,89%,9%,91%,7%,93%,3%,97%,76%,24%,84%,16%,82%,18%,82%,18%,77%,23%,92%,8%,82%,18%,90%,10%,N/A,N/A,N/A,N/A,10%,90%,4%,96%,7%,93%,12%,88%,10%,90%,15%,85%
22K611,ORIGINS HIGH SCHOOL,82%,29%,71%,21%,79%,33%,67%,42%,58%,5%,95%,17%,83%,8%,92%,14%,86%,6%,94%,26%,74%,8%,92%,45%,55%,24%,76%,36%,64%,40%,60%,22%,78%,36%,64%,49%,51%,32%,68%,38%,62%,51%,49%,17%,83%,20%,80%,19%,81%,32%,68%,10%,90%,23%,77%,27%,73%,37%,63%,20%,80%,56%,44%,50%,50%,61%,39%,34%,66%,28%,72%,51%,49%,46%,54%,49%,51%,45%,55%,62%,38%,47%,53%,48%,52%,59%,41%,37%,63%,32%,68%,22%,78%,20%,80%,11%,89%,53%,47%,66%,34%,72%,28%,70%,30%,63%,37%,42%,58%,74%,26%,68%,32%,N/A,N/A,N/A,N/A,18%,82%,11%,89%,17%,83%,20%,80%,23%,77%,26%,74%
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,92%,3%,97%,3%,97%,5%,95%,5%,95%,3%,97%,2%,98%,1%,99%,2%,98%,2%,98%,5%,95%,1%,99%,10%,90%,3%,97%,4%,96%,11%,89%,3%,97%,12%,88%,14%,86%,7%,93%,10%,90%,21%,79%,2%,98%,7%,93%,3%,97%,5%,95%,0%,100%,0%,100%,4%,96%,2%,98%,1%,99%,53%,47%,58%,42%,62%,38%,46%,54%,7%,93%,20%,80%,11%,89%,15%,85%,16%,84%,15%,85%,20%,80%,13%,87%,24%,76%,12%,88%,6%,94%,2%,98%,1%,99%,1%,99%,88%,12%,95%,5%,92%,8%,91%,9%,90%,10%,89%,11%,87%,13%,92%,8%,N/A,N/A,N/A,N/A,3%,97%,1%,99%,2%,98%,2%,98%,4%,96%,4%,96%
22K890,M.S. 890,97%,10%,90%,12%,88%,21%,79%,50%,50%,4%,96%,18%,82%,6%,94%,9%,91%,10%,90%,20%,80%,5%,95%,30%,70%,15%,85%,13%,87%,26%,74%,13%,88%,24%,76%,25%,75%,19%,82%,25%,75%,39%,61%,6%,94%,12%,88%,21%,79%,23%,77%,7%,93%,16%,84%,18%,82%,21%,79%,11%,89%,34%,66%,35%,65%,40%,60%,18%,82%,15%,85%,44%,56%,37%,63%,39%,61%,31%,69%,55%,45%,38%,62%,35%,65%,48%,52%,23%,77%,10%,90%,10%,90%,15%,85%,8%,92%,42%,58%,70%,30%,68%,32%,61%,39%,61%,39%,62%,38%,89%,11%,81%,19%,7%,93%,7%,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23K041,P.S. 041 FRANCIS WHITE,97%,30%,70%,21%,79%,32%,68%,76%,24%,10%,90%,9%,91%,6%,94%,9%,91%,3%,97%,13%,87%,5%,95%,32%,68%,7%,93%,11%,89%,24%,76%,7%,93%,22%,78%,24%,76%,17%,83%,22%,78%,48%,52%,5%,95%,17%,83%,16%,84%,40%,60%,11%,89%,14%,86%,19%,81%,38%,62%,15%,85%,44%,56%,53%,47%,53%,47%,36%,64%,10%,90%,63%,37%,59%,41%,51%,49%,46%,54%,72%,28%,51%,49%,43%,57%,56%,44%,36%,64%,28%,72%,16%,84%,14%,86%,14%,86%,33%,67%,64%,36%,63%,37%,37%,63%,61%,39%,28%,72%,91%,9%,78%,22%,4%,96%,6%,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,77%,32%,68%,23%,77%,52%,48%,57%,43%,9%,91%,16%,84%,12%,88%,6%,94%,2%,98%,12%,88%,4%,96%,21%,79%,3%,97%,12%,88%,17%,83%,7%,93%,22%,78%,21%,79%,17%,83%,19%,81%,42%,58%,5%,95%,9%,91%,11%,89%,18%,82%,13%,88%,7%,93%,18%,82%,29%,71%,11%,89%,25%,75%,36%,64%,46%,54%,23%,77%,11%,89%,39%,61%,36%,64%,40%,60%,29%,71%,50%,50%,34%,66%,34%,66%,35%,65%,25%,75%,18%,82%,11%,89%,14%,86%,4%,96%,48%,52%,59%,41%,64%,36%,40%,60%,61%,39%,55%,45%,89%,11%,73%,27%,7%,93%,5%,95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,93%,11%,89%,10%,90%,53%,47%,61%,39%,5%,95%,8%,92%,2%,98%,6%,94%,5%,95%,6%,94%,7%,93%,18%,82%,8%,92%,9%,91%,29%,71%,7%,93%,20%,80%,25%,75%,11%,89%,13%,87%,42%,58%,6%,94%,12%,88%,13%,87%,26%,74%,10%,90%,14%,86%,13%,88%,30%,70%,14%,86%,47%,53%,47%,53%,49%,51%,46%,54%,9%,91%,30%,70%,41%,59%,35%,65%,37%,63%,54%,46%,33%,67%,32%,68%,39%,61%,20%,80%,21%,79%,13%,87%,11%,89%,4%,96%,37%,63%,71%,29%,77%,23%,51%,49%,64%,36%,32%,68%,82%,18%,65%,35%,6%,94%,6%,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
